flex1,flex2,flex3,flex4,flex5,x,y,z,face,SIGN
1,2,2,1,1889,252.06,-64.44,76.5,0.004,Hẹn Hò
0,1,1,1,1889,254.31,-64.0,72.0,0.002,Hẹn Hò
1,1,0,1,1889,254.44,-63.19,65.19,0.003,Hẹn Hò
1,2,1,0,1888,252.81,-65.56,60.5,0.002,Hẹn Hò
2,2,0,1,1889,253.19,-67.56,60.69,0.002,Hẹn Hò
0,1,1,2,1888,253.0,-69.75,64.0,0.004,Hẹn Hò
0,1,1,1,1889,241.12,-68.06,57.69,0.004,Hẹn Hò
1,2,2,1,1889,234.06,-64.12,59.69,0.001,Hẹn Hò
0,1,2,0,1889,229.87,-61.81,66.25,0.003,Hẹn Hò
1,1,2,1,1888,232.5,-62.94,68.19,0.006,Hẹn Hò
1,1,2,1,1888,236.75,-63.5,73.12,0.005,Hẹn Hò
2,1,0,0,1889,238.37,-64.81,84.37,0.004,Hẹn Hò
2,2,2,0,1889,242.12,-66.56,88.31,0.006,Hẹn Hò
2,1,0,-1,1889,247.69,-66.06,85.5,0.007,Hẹn Hò
1,0,0,1,1889,252.06,-64.06,86.12,0.005,Hẹn Hò
0,2,1,1,1889,257.19,-62.13,87.12,0.004,Hẹn Hò
2,2,1,1,1889,259.62,-61.44,86.62,0.005,Hẹn Hò
1,1,2,0,1888,258.56,-61.19,86.56,0.006,Hẹn Hò
0,1,1,1,1888,255.81,-60.88,83.5,0.005,Hẹn Hò
1,2,2,1,1889,253.62,-60.31,83.87,0.003,Hẹn Hò
1,2,1,1,1889,248.37,-59.56,87.0,0.003,Hẹn Hò
1,1,2,0,1888,243.56,-59.75,90.37,0.003,Hẹn Hò
0,1,2,3,1889,246.19,-59.0,87.69,0.005,Hẹn Hò
1,1,2,0,1889,250.44,-57.25,83.0,0.003,Hẹn Hò
3,1,1,1,1889,251.81,-58.38,80.62,0.002,Hẹn Hò
2,1,1,1,1888,249.25,-60.5,81.37,0.003,Hẹn Hò
1,2,1,0,1889,245.56,-61.13,82.5,0.004,Hẹn Hò
0,1,1,1,1888,244.12,-60.5,83.0,0.003,Hẹn Hò
0,1,1,0,1888,243.31,-60.25,84.56,0.003,Hẹn Hò
1,2,2,0,1889,244.37,-60.25,84.75,0.005,Hẹn Hò
3,0,2,2,1888,246.69,-60.13,82.87,0.002,Hẹn Hò
2,2,1,-1,1889,248.0,-59.63,81.37,0.003,Hẹn Hò
1,1,2,1,1889,249.31,-59.56,80.75,0.001,Hẹn Hò
1,0,1,1,1889,250.19,-59.94,81.56,0.003,Hẹn Hò
1,2,1,0,1889,250.0,-60.56,82.19,0.002,Hẹn Hò
1,2,2,1,1888,249.44,-60.94,81.94,0.003,Hẹn Hò
0,0,1,1,1889,250.44,-60.94,82.06,0.003,Hẹn Hò
1,2,1,0,1888,251.62,-60.94,82.0,0.002,Hẹn Hò
1,1,2,2,1889,251.75,-61.44,81.75,0.001,Hẹn Hò
2,1,1,1,1889,250.81,-61.94,82.0,0.003,Hẹn Hò
1,0,1,0,1888,251.06,-61.75,82.31,0.008,Hẹn Hò
